sample_id,T_K,R,N,arc_visible,semicircle_visible,rb_ohm,kk_residual,morphology_quality_flag,arc_diameter_ohm,characteristic_frequency,nyquist_peak_ratio,median_zimag_ohm
S8-2-1-1,198.15,1.0408163265306123,4.656000000000001,False,False,21351.234617539285,,no_arc_no_semicircle,68122.756,4.734848,0.068063012600371,1055.863
S8-2-1-1,208.15,1.0408163265306123,4.656000000000001,False,False,789.6124,,no_arc_no_semicircle,3793.4644,4.734848,0.4986521028113509,54.91423
S8-2-1-1,216.15,1.0408163265306123,4.656000000000001,False,False,184.9569,,no_arc_no_semicircle,1605.2073,4.734848,0.8193521173246591,40.63786
S8-2-1-1,224.15,1.0408163265306123,4.656000000000001,False,False,67.74258871295915,,no_arc_no_semicircle,1273.37607,4.734848,0.8768383718723403,32.11392
S8-2-1-1,233.15,1.0408163265306123,4.656000000000001,False,False,30.95531203997056,,no_arc_no_semicircle,1117.88783,4.734848,0.8713387639258934,26.36174
S8-2-1-1,241.15,1.0408163265306123,4.656000000000001,False,False,16.292382323174355,,no_arc_no_semicircle,961.20925,4.734848,0.8797863732584753,22.63975
S8-2-1-1,249.15,1.0408163265306123,4.656000000000001,False,False,9.43725123660344,,no_arc_no_semicircle,799.976533,4.734848,0.9185075682713796,20.3261
S8-2-1-1,258.15,1.0408163265306123,4.656000000000001,False,False,5.980282616455415,,no_arc_no_semicircle,687.407689,4.734848,0.9334230766801898,18.783
S8-2-1-1,266.15,1.0408163265306123,4.656000000000001,False,False,4.170376957557001,,no_arc_no_semicircle,669.080007,4.734848,0.8399472321999888,17.58448
S8-2-1-1,273.15,1.0408163265306123,4.656000000000001,False,False,3.212309921463524,,no_arc_no_semicircle,748.403006,4.734848,0.6816884698616501,16.64223
S8-2-1-1,282.15,1.0408163265306123,4.656000000000001,False,False,2.6914419776559533,,no_arc_no_semicircle,858.784093,4.734848,0.5510896206131748,15.87737
S8-2-1-1,291.15,1.0408163265306123,4.656000000000001,False,False,2.423392124070769,,no_arc_no_semicircle,940.363627,4.734848,0.4784682085539655,15.39484
S8-2-1-1,299.15,1.0408163265306123,4.656000000000001,False,False,2.335054578377714,,no_arc_no_semicircle,962.636517,4.734848,0.4604219683887179,15.15583
S8-2-1-2,199.15,1.0408163265306123,4.656000000000001,False,False,12991.45,,no_arc_no_semicircle,34838.436,4.734848,0.0939343832771367,435.3423
S8-2-1-2,209.15,1.0408163265306123,4.656000000000001,False,False,775.9041,,no_arc_no_semicircle,3118.3354,4.734848,0.5200017932644447,46.68618
S8-2-1-2,217.15,1.0408163265306123,4.656000000000001,False,False,184.1286,,no_arc_no_semicircle,1407.1637999999998,4.734848,0.8522056920452327,35.18516
S8-2-1-2,225.15,1.0408163265306123,4.656000000000001,False,False,70.55657391664471,,no_arc_no_semicircle,1142.36324,4.734848,0.9048094019551954,28.58175
S8-2-1-2,233.15,1.0408163265306123,4.656000000000001,False,False,33.288778518456255,,no_arc_no_semicircle,984.29897,4.734848,0.9158041687273116,24.01194
S8-2-1-2,242.15,1.0408163265306123,4.656000000000001,False,False,17.80568784846542,,no_arc_no_semicircle,849.2908900000001,4.734848,0.9252583646576016,20.95124
S8-2-1-2,250.15,1.0408163265306123,4.656000000000001,False,False,10.476752791065868,,no_arc_no_semicircle,771.8569200000001,4.734848,0.888953227238021,18.91285
S8-2-1-2,258.15,1.0408163265306123,4.656000000000001,False,False,6.739178269192244,,no_arc_no_semicircle,801.114494,4.734848,0.7563481930961035,17.44506
S8-2-1-2,267.15,1.0408163265306123,4.656000000000001,False,False,4.814945568560289,,no_arc_no_semicircle,934.184948,4.734848,0.5804077673921154,16.27926
S8-2-1-2,274.15,1.0408163265306123,4.656000000000001,False,False,3.793322731791068,,no_arc_no_semicircle,1055.6985989999998,4.734848,0.4713779107705338,15.37611
S8-2-1-2,283.15,1.0408163265306123,4.656000000000001,False,False,3.2498270559390847,,no_arc_no_semicircle,1094.487187,4.734848,0.4232468917884185,14.73059
S8-2-1-2,291.15,1.0408163265306123,4.656000000000001,False,False,3.025632502933955,,no_arc_no_semicircle,1074.1785180000002,4.734848,0.4132796295596739,14.54839
S8-2-1-2,299.15,1.0408163265306123,4.656000000000001,False,False,2.8855011740847,,no_arc_no_semicircle,1064.851216,4.734848,0.4122400326018876,14.46684
S8-2-2-1,208.15,1.040816326530612,4.1386666666666665,False,False,2095.6099643710563,,no_arc_no_semicircle,6894.763,4.734848,0.2685926985452582,81.05304
S8-2-2-1,217.15,1.040816326530612,4.1386666666666665,False,False,299.6827,,no_arc_no_semicircle,2002.6587,4.734848,0.7026309575365984,34.23045
S8-2-2-1,225.15,1.040816326530612,4.1386666666666665,False,False,90.81890618078776,,no_arc_no_semicircle,1437.96942,4.734848,0.8060665156565008,29.22206
S8-2-2-1,233.15,1.040816326530612,4.1386666666666665,False,False,39.2351255704826,,no_arc_no_semicircle,1079.18545,4.734848,0.8928307919644387,25.7979
S8-2-2-1,241.15,1.040816326530612,4.1386666666666665,False,False,19.59765648615708,,no_arc_no_semicircle,821.73537,4.734848,0.9916300669885962,23.37762
S8-2-2-1,250.15,1.040816326530612,4.1386666666666665,False,False,12.021816769224897,,no_arc_no_semicircle,667.34685,4.734848,1.059402318299695,21.49335
S8-2-2-1,258.15,1.040816326530612,4.1386666666666665,False,False,12.92787,,no_arc_no_semicircle,595.74765,4.734848,1.0590915465633794,19.90639
S8-2-2-1,266.15,1.040816326530612,4.1386666666666665,False,False,21.78732,,no_arc_no_semicircle,594.00837,4.734848,0.9683673312549436,18.61474
S8-2-2-1,274.15,1.040816326530612,4.1386666666666665,False,False,16.82669,,no_arc_no_semicircle,642.54365,4.734848,0.8294281641410652,17.30651
S8-2-2-1,282.15,1.040816326530612,4.1386666666666665,False,False,15.79237,,no_arc_no_semicircle,735.89769,4.734848,0.6811509355328991,16.29515
S8-2-2-1,291.15,1.040816326530612,4.1386666666666665,False,False,2.836908068905155,,no_arc_no_semicircle,766.6883180000001,4.734848,0.6250957380571427,15.42321
S8-2-2-1,299.15,1.040816326530612,4.1386666666666665,False,False,2.3292512733123667,,no_arc_no_semicircle,792.114753,4.734848,0.5902647289792359,14.98723
S8-2-2-2,216.15,1.040816326530612,4.1386666666666665,False,False,2979.474901718401,,no_arc_no_semicircle,7527.418999999999,4.734848,0.2440825998924731,100.1594
S8-2-2-2,225.15,1.040816326530612,4.1386666666666665,False,False,356.4634,,no_arc_no_semicircle,2001.7437,4.734848,0.7014304578553185,33.05431
S8-2-2-2,234.15,1.040816326530612,4.1386666666666665,False,False,93.22383,,no_arc_no_semicircle,1588.1948,4.734848,0.7422244424928223,28.79137
S8-2-2-2,242.15,1.040816326530612,4.1386666666666665,False,False,46.79368745086984,,no_arc_no_semicircle,1247.63681,4.734848,0.8036938249681806,25.99499
S8-2-2-2,250.15,1.040816326530612,4.1386666666666665,False,False,23.696575959503157,,no_arc_no_semicircle,950.24718,4.734848,0.8895000351382248,23.85619
S8-2-2-2,258.15,1.040816326530612,4.1386666666666665,False,False,13.584282422152,,no_arc_no_semicircle,751.2412,4.734848,0.956500655182382,22.1156
S8-2-2-2,267.15,1.040816326530612,4.1386666666666665,False,False,8.548229056744429,,no_arc_no_semicircle,693.432875,4.734848,0.9070896732434256,20.60116
S8-2-2-2,274.15,1.040816326530612,4.1386666666666665,False,False,5.9310692588270575,,no_arc_no_semicircle,741.325699,4.734848,0.7673531361011123,19.31925
S8-2-2-2,283.15,1.040816326530612,4.1386666666666665,False,False,4.494447460123468,,no_arc_no_semicircle,855.975501,4.734848,0.6158151715606162,18.27991
S8-2-2-2,291.15,1.040816326530612,4.1386666666666665,False,False,3.730650727722825,,no_arc_no_semicircle,950.960481,4.734848,0.5229931316146874,17.48143
S8-2-2-2,299.15,1.040816326530612,4.1386666666666665,False,False,3.380904848070989,,no_arc_no_semicircle,1008.564811,4.734848,0.4745644452193757,17.05201
S8-3-1-1,190.15,0.3865699438677833,3.892,False,False,11955.92,,no_arc_no_semicircle,33935.683999999994,4.734848,0.0796447185210706,375.1046
S8-3-1-1,199.15,0.3865699438677833,3.892,False,False,426.3822,,no_arc_no_semicircle,2156.5899,4.734848,0.8531520063225739,40.23556
S8-3-1-1,207.15,0.3865699438677833,3.892,False,False,106.39,,no_arc_no_semicircle,1317.6745,4.734848,1.1749639231843667,34.27777
S8-3-1-1,216.15,0.3865699438677833,3.892,False,False,52.18000530536705,,no_arc_no_semicircle,1037.67628,4.734848,1.29590511599629,30.56577
S8-3-1-1,224.15,0.3865699438677833,3.892,False,False,27.62323173919375,,no_arc_no_semicircle,917.60915,4.734848,1.2998453644451984,27.78863
S8-3-1-1,232.15,0.3865699438677833,3.892,False,False,16.973626153244382,,no_arc_no_semicircle,889.8531499999999,4.734848,1.2114706791789172,25.57479
S8-3-1-1,241.15,0.3865699438677833,3.892,False,False,12.371354903438348,,no_arc_no_semicircle,892.8689,4.734848,1.104763532473803,23.75585
S8-3-1-1,249.15,0.3865699438677833,3.892,False,False,9.845445696980022,,no_arc_no_semicircle,889.67144,4.734848,1.014286689926788,22.16276
S8-3-1-1,257.15,0.3865699438677833,3.892,False,False,6.755929719941058,,no_arc_no_semicircle,873.457899,4.734848,0.9496219576806404,20.78834
S8-3-1-1,266.15,0.3865699438677833,3.892,False,False,3.2703469730228223,,no_arc_no_semicircle,855.320861,4.734848,0.8961863728002759,19.51197
S8-3-1-1,273.15,0.3865699438677833,3.892,False,False,2.712807849534528,,no_arc_no_semicircle,857.10057,4.734848,0.8288525581076199,18.52561
S8-3-1-2,215.15,0.3865699438677833,3.892,False,False,1132.239954078821,,no_arc_no_semicircle,2158.0812,4.734848,0.7529285737719227,66.89938
S8-3-1-2,220.15,0.3865699438677833,3.892,False,False,457.25685941243273,,no_arc_no_semicircle,1378.1112,4.734848,1.0750721712442357,30.56939
